Eligibility Year,Eligibility Month,County,Plan Name,Number of Enrollees
2010,7,WYOMING,HEALTHNOW,718
2010,7,YATES,EXCELLUS,572
2010,6,ALBANY,CDPHP,3740
2010,6,ALBANY,EMPIRE,389
2010,6,ALBANY,FIDELIS HC NY,1051
2010,6,ALBANY,WELLCARE,156
2010,6,ALLEGANY,HEALTHNOW,650
2010,6,ALLEGANY,UNIVERA COMMUNITY HEALTH INC,181
2010,6,BRONX,AFFINITY HEALTH PLAN,3636
2010,6,BRONX,AMERIGROUP NY,340
2010,6,BRONX,EMPIRE,984
2010,6,BRONX,FIDELIS HC NY,3129
2010,6,BRONX,HEALTHFIRST,3964
2010,6,BRONX,HEALTHPLUS,2294
2010,6,BRONX,HIP,822
2010,6,BRONX,METROPLUS,4583
2010,6,BRONX,NEIGHBORHOOD,737
2010,6,BRONX,UNITED HEALTHCARE COMM PLAN,152
2010,6,BRONX,WELLCARE,404
2010,6,BROOME,CDPHP,249
2010,6,BROOME,EXCELLUS,2903
2010,6,BROOME,FIDELIS HC NY,473
2010,6,CATTARAUGUS,FIDELIS HC NY,527
2010,6,CATTARAUGUS,HEALTHNOW,830
2010,6,CATTARAUGUS,UNIVERA COMMUNITY HEALTH INC,319
2010,6,CAYUGA,EXCELLUS,1389
2010,6,CAYUGA,FIDELIS HC NY,178
2010,6,CAYUGA,UNITED HEALTHCARE COMM PLAN,230
2010,6,CHAUTAUQUA,FIDELIS HC NY,1374
2010,6,CHAUTAUQUA,HEALTHNOW,858
2010,6,CHAUTAUQUA,UNIVERA COMMUNITY HEALTH INC,132
2010,6,CHEMUNG,EXCELLUS,1101
2010,6,CHENANGO,CDPHP,19
2010,6,CHENANGO,EXCELLUS,985
2010,6,CHENANGO,FIDELIS HC NY,101
2010,6,CLINTON,EMPIRE,436
2010,6,CLINTON,EXCELLUS,833
2010,6,CLINTON,FIDELIS HC NY,389
2010,6,COLUMBIA,CDPHP,1134
2010,6,COLUMBIA,EMPIRE,139
2010,6,COLUMBIA,FIDELIS HC NY,402
2010,6,CORTLAND,EXCELLUS,534
2010,6,CORTLAND,FIDELIS HC NY,628
2010,6,CORTLAND,TOTAL CARE,92
2010,6,DELAWARE,CDPHP,338
2010,6,DELAWARE,EMPIRE,86
2010,6,DELAWARE,EXCELLUS,495
2010,6,DELAWARE,FIDELIS HC NY,35
2010,6,DUTCHESS,CDPHP,332
2010,6,DUTCHESS,EMPIRE,1552
2010,6,DUTCHESS,FIDELIS HC NY,657
2010,6,DUTCHESS,HUDSON HEALTH PLAN,1572
2010,6,DUTCHESS,MVP,1378
2010,6,DUTCHESS,WELLCARE,850
2010,6,ERIE,FIDELIS HC NY,3062
2010,6,ERIE,HEALTHNOW,5107
2010,6,ERIE,INDEPENDENT HEALTH,128
2010,6,ERIE,UNIVERA COMMUNITY HEALTH INC,6602
2010,6,ESSEX,CDPHP,55
2010,6,ESSEX,EMPIRE,125
2010,6,ESSEX,EXCELLUS,441
2010,6,ESSEX,FIDELIS HC NY,301
2010,6,FRANKLIN,EXCELLUS,785
2010,6,FRANKLIN,FIDELIS HC NY,3
2010,6,FULTON,CDPHP,611
2010,6,FULTON,EMPIRE,154
2010,6,FULTON,EXCELLUS,65
2010,6,FULTON,FIDELIS HC NY,787
2010,6,GENESEE,FIDELIS HC NY,68
2010,6,GENESEE,HEALTHNOW,990
2010,6,GREENE,CDPHP,723
2010,6,GREENE,EMPIRE,130
2010,6,GREENE,FIDELIS HC NY,316
2010,6,HAMILTON,EXCELLUS,73
2010,6,HAMILTON,FIDELIS HC NY,56
2010,6,HERKIMER,CDPHP,48
2010,6,HERKIMER,EXCELLUS,685
2010,6,HERKIMER,FIDELIS HC NY,1376
2010,6,HERKIMER,UNITED HEALTHCARE COMM PLAN,49
2010,6,JEFFERSON,EXCELLUS,2431
2010,6,KINGS,AFFINITY HEALTH PLAN,1379
2010,6,KINGS,AMERIGROUP NY,2588
2010,6,KINGS,EMPIRE,12255
2010,6,KINGS,FIDELIS HC NY,4169
2010,6,KINGS,HEALTHFIRST,3424
2010,6,KINGS,HEALTHPLUS,11537
2010,6,KINGS,HIP,1931
2010,6,KINGS,METROPLUS,5188
2010,6,KINGS,NEIGHBORHOOD,2429
2010,6,KINGS,UNITED HEALTHCARE COMM PLAN,3489
2010,6,KINGS,WELLCARE,607
2010,6,LEWIS,EXCELLUS,842
2010,6,LIVINGSTON,EXCELLUS,1077
2010,6,LIVINGSTON,FIDELIS HC NY,4
2010,6,MADISON,CDPHP,36
2010,6,MADISON,EXCELLUS,1113
2010,6,MADISON,FIDELIS HC NY,107
2010,6,MADISON,UNITED HEALTHCARE COMM PLAN,155
2010,6,MONROE,EXCELLUS,13571
2010,6,MONROE,FIDELIS HC NY,781
2010,6,MONTGOMERY,CDPHP,855
2010,6,MONTGOMERY,EMPIRE,106
2010,6,MONTGOMERY,EXCELLUS,44
2010,6,MONTGOMERY,FIDELIS HC NY,612
2010,6,NASSAU,AFFINITY HEALTH PLAN,3307
2010,6,NASSAU,EMPIRE,9765
2010,6,NASSAU,FIDELIS HC NY,5441
2010,6,NASSAU,HEALTHFIRST,5548
2010,6,NASSAU,HEALTHPLUS,2457
2010,6,NASSAU,HIP,2748
2010,6,NASSAU,UNITED HEALTHCARE COMM PLAN,4094
2010,6,NEW YORK,AFFINITY HEALTH PLAN,742
2010,6,NEW YORK,AMERIGROUP NY,257
2010,6,NEW YORK,EMPIRE,1566
2010,6,NEW YORK,FIDELIS HC NY,1939
2010,6,NEW YORK,HEALTHFIRST,1226
2010,6,NEW YORK,HEALTHPLUS,1035
2010,6,NEW YORK,HIP,478
2010,6,NEW YORK,METROPLUS,1607
2010,6,NEW YORK,NEIGHBORHOOD,1241
2010,6,NEW YORK,UNITED HEALTHCARE COMM PLAN,108
2010,6,NEW YORK,WELLCARE,224
2010,6,NIAGARA,FIDELIS HC NY,1604
2010,6,NIAGARA,HEALTHNOW,2382
2010,6,NIAGARA,UNIVERA COMMUNITY HEALTH INC,1
2010,6,ONEIDA,CDPHP,43
2010,6,ONEIDA,EXCELLUS,2300
2010,6,ONEIDA,FIDELIS HC NY,2780
2010,6,ONEIDA,UNITED HEALTHCARE COMM PLAN,572
2010,6,ONONDAGA,EXCELLUS,3397
2010,6,ONONDAGA,FIDELIS HC NY,3237
2010,6,ONONDAGA,TOTAL CARE,1833
2010,6,ONONDAGA,UNITED HEALTHCARE COMM PLAN,1252
2010,6,ONTARIO,EXCELLUS,2162
2010,6,ORANGE,AFFINITY HEALTH PLAN,2890
2010,6,ORANGE,CDPHP,147
2010,6,ORANGE,EMPIRE,2661
2010,6,ORANGE,FIDELIS HC NY,1339
2010,6,ORANGE,HUDSON HEALTH PLAN,2017
2010,6,ORANGE,WELLCARE,695
2010,6,ORLEANS,EXCELLUS,280
2010,6,ORLEANS,FIDELIS HC NY,456
2010,6,ORLEANS,HEALTHNOW,211
2010,6,OSWEGO,EXCELLUS,510
2010,6,OSWEGO,FIDELIS HC NY,1057
2010,6,OSWEGO,TOTAL CARE,1715
2010,6,OSWEGO,UNITED HEALTHCARE COMM PLAN,426
2010,6,OTSEGO,CDPHP,525
2010,6,OTSEGO,EXCELLUS,640
2010,6,OTSEGO,FIDELIS HC NY,289
2010,6,PUTNAM,EMPIRE,1427
2010,6,PUTNAM,FIDELIS HC NY,267
2010,6,QUEENS,AFFINITY HEALTH PLAN,1886
2010,6,QUEENS,AMERIGROUP NY,5964
2010,6,QUEENS,EMPIRE,9044
2010,6,QUEENS,FIDELIS HC NY,5419
2010,6,QUEENS,HEALTHFIRST,4404
2010,6,QUEENS,HEALTHPLUS,7001
2010,6,QUEENS,HIP,3700
2010,6,QUEENS,METROPLUS,7577
2010,6,QUEENS,NEIGHBORHOOD,4425
2010,6,QUEENS,UNITED HEALTHCARE COMM PLAN,1167
2010,6,QUEENS,WELLCARE,901
2010,6,RENSSELAER,CDPHP,2131
2010,6,RENSSELAER,EMPIRE,217
2010,6,RENSSELAER,FIDELIS HC NY,711
2010,6,RENSSELAER,WELLCARE,105
2010,6,RICHMOND,AFFINITY HEALTH PLAN,102
2010,6,RICHMOND,AMERIGROUP NY,430
2010,6,RICHMOND,EMPIRE,1746
2010,6,RICHMOND,FIDELIS HC NY,960
2010,6,RICHMOND,HEALTHFIRST,262
2010,6,RICHMOND,HEALTHPLUS,3655
2010,6,RICHMOND,HIP,484
2010,6,RICHMOND,NEIGHBORHOOD,27
2010,6,RICHMOND,UNITED HEALTHCARE COMM PLAN,393
2010,6,ROCKLAND,AFFINITY HEALTH PLAN,678
2010,6,ROCKLAND,EMPIRE,3473
2010,6,ROCKLAND,FIDELIS HC NY,3193
2010,6,ROCKLAND,HUDSON HEALTH PLAN,2102
2010,6,ROCKLAND,WELLCARE,275
2010,6,SARATOGA,CDPHP,2781
2010,6,SARATOGA,EMPIRE,375
2010,6,SARATOGA,FIDELIS HC NY,988
2010,6,SCHENECTADY,CDPHP,2249
2010,6,SCHENECTADY,EMPIRE,307
2010,6,SCHENECTADY,FIDELIS HC NY,1643
2010,6,SCHOHARIE,CDPHP,740
2010,6,SCHOHARIE,EMPIRE,87
2010,6,SCHOHARIE,FIDELIS HC NY,26
2010,6,SCHUYLER,EXCELLUS,367
2010,6,SENECA,EXCELLUS,690
2010,6,STEUBEN,EXCELLUS,1894
2010,6,ST. LAWRENCE,EXCELLUS,2285
2010,6,SUFFOLK,AFFINITY HEALTH PLAN,4707
2010,6,SUFFOLK,EMPIRE,11150
2010,6,SUFFOLK,FIDELIS HC NY,7809
2010,6,SUFFOLK,HEALTHFIRST,5976
2010,6,SUFFOLK,HIP,3021
2010,6,SUFFOLK,NEIGHBORHOOD,3851
2010,6,SUFFOLK,UNITED HEALTHCARE COMM PLAN,6007
2010,6,SULLIVAN,EMPIRE,340
2010,6,SULLIVAN,FIDELIS HC NY,168
2010,6,SULLIVAN,HUDSON HEALTH PLAN,2030
2010,6,TIOGA,CDPHP,135
2010,6,TIOGA,EXCELLUS,716
2010,6,TOMPKINS,EXCELLUS,891
2010,6,TOMPKINS,FIDELIS HC NY,84
2010,6,TOMPKINS,TOTAL CARE,350
2010,6,ULSTER,CDPHP,506
2010,6,ULSTER,EMPIRE,609
2010,6,ULSTER,FIDELIS HC NY,460
2010,6,ULSTER,HUDSON HEALTH PLAN,989
2010,6,ULSTER,MVP,717
2010,6,ULSTER,WELLCARE,683
2010,6,WARREN,CDPHP,527
2010,6,WARREN,EMPIRE,331
2010,6,WARREN,FIDELIS HC NY,939
2010,6,WASHINGTON,CDPHP,691
2010,6,WASHINGTON,EMPIRE,279
2010,6,WASHINGTON,FIDELIS HC NY,935
2010,6,WAYNE,EXCELLUS,2241
2010,6,WAYNE,FIDELIS HC NY,139
2010,6,WESTCHESTER,AFFINITY HEALTH PLAN,2181
2010,6,WESTCHESTER,EMPIRE,3792
2010,6,WESTCHESTER,FIDELIS HC NY,1963
2010,6,WESTCHESTER,HIP,822
2010,6,WESTCHESTER,HUDSON HEALTH PLAN,13370
2010,6,WYOMING,HEALTHNOW,712
2010,6,YATES,EXCELLUS,577
2010,5,ALBANY,CDPHP,3722
2010,5,ALBANY,EMPIRE,395
2010,5,ALBANY,FIDELIS HC NY,1013
2010,5,ALBANY,WELLCARE,160
2010,5,ALLEGANY,HEALTHNOW,646
2010,5,ALLEGANY,UNIVERA COMMUNITY HEALTH INC,175
2010,5,BRONX,AFFINITY HEALTH PLAN,3647
2010,5,BRONX,AMERIGROUP NY,347
2010,5,BRONX,EMPIRE,987
2010,5,BRONX,FIDELIS HC NY,3160
2010,5,BRONX,HEALTHFIRST,3949
2010,5,BRONX,HEALTHPLUS,2355
2010,5,BRONX,HIP,810
2010,5,BRONX,METROPLUS,4588
2010,5,BRONX,NEIGHBORHOOD,724
2010,5,BRONX,UNITED HEALTHCARE COMM PLAN,148
2010,5,BRONX,WELLCARE,407
2010,5,BROOME,CDPHP,252
2010,5,BROOME,EXCELLUS,2892
2010,5,BROOME,FIDELIS HC NY,475
2010,5,CATTARAUGUS,FIDELIS HC NY,505
2010,5,CATTARAUGUS,HEALTHNOW,835
2010,5,CATTARAUGUS,UNIVERA COMMUNITY HEALTH INC,317
2010,5,CAYUGA,EXCELLUS,1422
2010,5,CAYUGA,FIDELIS HC NY,168
2010,5,CAYUGA,UNITED HEALTHCARE COMM PLAN,232
2010,5,CHAUTAUQUA,FIDELIS HC NY,1375
2010,5,CHAUTAUQUA,HEALTHNOW,871
2010,5,CHAUTAUQUA,UNIVERA COMMUNITY HEALTH INC,126
2010,5,CHEMUNG,EXCELLUS,1135
2010,5,CHENANGO,CDPHP,20
2010,5,CHENANGO,EXCELLUS,980
2010,5,CHENANGO,FIDELIS HC NY,78
2010,5,CLINTON,EMPIRE,430
2010,5,CLINTON,EXCELLUS,821
2010,5,CLINTON,FIDELIS HC NY,392
2010,5,COLUMBIA,CDPHP,1131
2010,5,COLUMBIA,EMPIRE,137
2010,5,COLUMBIA,FIDELIS HC NY,409
2010,5,CORTLAND,EXCELLUS,538
2010,5,CORTLAND,FIDELIS HC NY,627
2010,5,CORTLAND,TOTAL CARE,99
2010,5,DELAWARE,CDPHP,340
2010,5,DELAWARE,EMPIRE,84
2010,5,DELAWARE,EXCELLUS,519
2010,5,DELAWARE,FIDELIS HC NY,33
2010,5,DUTCHESS,CDPHP,344
2010,5,DUTCHESS,EMPIRE,1563
2010,5,DUTCHESS,FIDELIS HC NY,653
2010,5,DUTCHESS,HUDSON HEALTH PLAN,1531
2010,5,DUTCHESS,MVP,1370
2010,5,DUTCHESS,WELLCARE,852
2010,5,ERIE,FIDELIS HC NY,3028
2010,5,ERIE,HEALTHNOW,5117
2010,5,ERIE,INDEPENDENT HEALTH,91
2010,5,ERIE,UNIVERA COMMUNITY HEALTH INC,6626
2010,5,ESSEX,CDPHP,52
2010,5,ESSEX,EMPIRE,126
2010,5,ESSEX,EXCELLUS,417
2010,5,ESSEX,FIDELIS HC NY,302
2010,5,FRANKLIN,EXCELLUS,766
2010,5,FRANKLIN,FIDELIS HC NY,1
2010,5,FULTON,CDPHP,618
2010,5,FULTON,EMPIRE,164
2010,5,FULTON,EXCELLUS,65
2010,5,FULTON,FIDELIS HC NY,778
2010,5,GENESEE,FIDELIS HC NY,62
2010,5,GENESEE,HEALTHNOW,978
2010,5,GREENE,CDPHP,705
2010,5,GREENE,EMPIRE,138
2010,5,GREENE,FIDELIS HC NY,313
2010,5,HAMILTON,EXCELLUS,69
2010,5,HAMILTON,FIDELIS HC NY,53
2010,5,HERKIMER,CDPHP,47
2010,5,HERKIMER,EXCELLUS,679
2010,5,HERKIMER,FIDELIS HC NY,1387
2010,5,HERKIMER,UNITED HEALTHCARE COMM PLAN,47
2010,5,JEFFERSON,EXCELLUS,2456
2010,5,KINGS,AFFINITY HEALTH PLAN,1380
2010,5,KINGS,AMERIGROUP NY,2620
2010,5,KINGS,EMPIRE,12344
2010,5,KINGS,FIDELIS HC NY,4137
2010,5,KINGS,HEALTHFIRST,3417
2010,5,KINGS,HEALTHPLUS,11612
2010,5,KINGS,HIP,1894
2010,5,KINGS,METROPLUS,5158
2010,5,KINGS,NEIGHBORHOOD,2450
2010,5,KINGS,UNITED HEALTHCARE COMM PLAN,3513
2010,5,KINGS,WELLCARE,640
2010,5,LEWIS,EXCELLUS,860
2010,5,LIVINGSTON,EXCELLUS,1062
2010,5,LIVINGSTON,FIDELIS HC NY,2
2010,5,MADISON,CDPHP,35
2010,5,MADISON,EXCELLUS,1131
2010,5,MADISON,FIDELIS HC NY,90
2010,5,MADISON,UNITED HEALTHCARE COMM PLAN,157
2010,5,MONROE,EXCELLUS,13663
2010,5,MONROE,FIDELIS HC NY,751
2010,5,MONTGOMERY,CDPHP,834
2010,5,MONTGOMERY,EMPIRE,113
2010,5,MONTGOMERY,EXCELLUS,50
2010,5,MONTGOMERY,FIDELIS HC NY,605
2010,5,NASSAU,AFFINITY HEALTH PLAN,3287
2010,5,NASSAU,EMPIRE,9754
2010,5,NASSAU,FIDELIS HC NY,5440
2010,5,NASSAU,HEALTHFIRST,5568
2010,5,NASSAU,HEALTHPLUS,2476
2010,5,NASSAU,HIP,2777
2010,5,NASSAU,UNITED HEALTHCARE COMM PLAN,4123
2010,5,NEW YORK,AFFINITY HEALTH PLAN,717
2010,5,NEW YORK,AMERIGROUP NY,262
2010,5,NEW YORK,EMPIRE,1529
2010,5,NEW YORK,FIDELIS HC NY,1939
2010,5,NEW YORK,HEALTHFIRST,1201
2010,5,NEW YORK,HEALTHPLUS,1025
2010,5,NEW YORK,HIP,472
2010,5,NEW YORK,METROPLUS,1625
2010,5,NEW YORK,NEIGHBORHOOD,1248
2010,5,NEW YORK,UNITED HEALTHCARE COMM PLAN,104
2010,5,NEW YORK,WELLCARE,226
2010,5,NIAGARA,FIDELIS HC NY,1609
2010,5,NIAGARA,HEALTHNOW,2329
2010,5,NIAGARA,UNIVERA COMMUNITY HEALTH INC,1
2010,5,ONEIDA,CDPHP,45
2010,5,ONEIDA,EXCELLUS,2324
2010,5,ONEIDA,FIDELIS HC NY,2766
2010,5,ONEIDA,UNITED HEALTHCARE COMM PLAN,592
2010,5,ONONDAGA,EXCELLUS,3406
2010,5,ONONDAGA,FIDELIS HC NY,3218
2010,5,ONONDAGA,TOTAL CARE,1838
2010,5,ULSTER,WELLCARE,664
2010,5,ONONDAGA,UNITED HEALTHCARE COMM PLAN,1279
2010,5,ONTARIO,EXCELLUS,2156
2010,5,ORANGE,AFFINITY HEALTH PLAN,2871
2010,5,ORANGE,CDPHP,150
2010,5,ORANGE,EMPIRE,2728
2010,5,ORANGE,FIDELIS HC NY,1292
2010,5,ORANGE,HUDSON HEALTH PLAN,1978
2010,5,ORANGE,WELLCARE,701
2010,5,ORLEANS,EXCELLUS,272
2010,5,ORLEANS,FIDELIS HC NY,460
2010,5,ORLEANS,HEALTHNOW,219
2010,5,OSWEGO,EXCELLUS,515
2010,5,OSWEGO,FIDELIS HC NY,1053
2010,5,OSWEGO,TOTAL CARE,1717
2010,5,OSWEGO,UNITED HEALTHCARE COMM PLAN,419
2010,5,OTSEGO,CDPHP,530
2010,5,OTSEGO,EXCELLUS,646
2010,5,OTSEGO,FIDELIS HC NY,273
2010,5,PUTNAM,EMPIRE,1479
2010,5,PUTNAM,FIDELIS HC NY,258
2010,5,QUEENS,AFFINITY HEALTH PLAN,1850
2010,5,QUEENS,AMERIGROUP NY,6049
2010,5,QUEENS,EMPIRE,9058
2010,5,QUEENS,FIDELIS HC NY,5354
2010,5,QUEENS,HEALTHFIRST,4400
2010,5,QUEENS,HEALTHPLUS,7045
2010,5,QUEENS,HIP,3711
2010,5,QUEENS,METROPLUS,7578
2010,5,QUEENS,NEIGHBORHOOD,4465
2010,5,QUEENS,UNITED HEALTHCARE COMM PLAN,1151
2010,5,QUEENS,WELLCARE,891
2010,5,RENSSELAER,CDPHP,2166
2010,5,RENSSELAER,EMPIRE,229
2010,5,RENSSELAER,FIDELIS HC NY,721
2010,5,RENSSELAER,WELLCARE,92
2010,5,RICHMOND,AFFINITY HEALTH PLAN,108
2010,5,RICHMOND,AMERIGROUP NY,440
2010,5,RICHMOND,EMPIRE,1771
2010,5,RICHMOND,FIDELIS HC NY,955
2010,5,RICHMOND,HEALTHFIRST,274
2010,5,RICHMOND,HEALTHPLUS,3686
2010,5,RICHMOND,HIP,470
2010,5,RICHMOND,NEIGHBORHOOD,29
2010,5,RICHMOND,UNITED HEALTHCARE COMM PLAN,372
2010,5,ROCKLAND,AFFINITY HEALTH PLAN,652
2010,5,ROCKLAND,EMPIRE,3526
2010,5,ROCKLAND,FIDELIS HC NY,3188
2010,5,ROCKLAND,HUDSON HEALTH PLAN,2082
2010,5,ROCKLAND,WELLCARE,276
2010,5,SARATOGA,CDPHP,2753
2010,5,SARATOGA,EMPIRE,376
2010,5,SARATOGA,FIDELIS HC NY,966
2010,5,SCHENECTADY,CDPHP,2268
2010,5,SCHENECTADY,EMPIRE,308
2010,5,SCHENECTADY,FIDELIS HC NY,1635
2010,5,SCHOHARIE,CDPHP,723
2010,5,SCHOHARIE,EMPIRE,95
2010,5,SCHOHARIE,FIDELIS HC NY,26
2010,5,SCHUYLER,EXCELLUS,370
2010,5,SENECA,EXCELLUS,693
2010,5,STEUBEN,EXCELLUS,1906
2010,5,ST. LAWRENCE,EXCELLUS,2297
2010,5,SUFFOLK,AFFINITY HEALTH PLAN,4669
2010,5,SUFFOLK,EMPIRE,11192
2010,5,SUFFOLK,FIDELIS HC NY,7686
2010,5,SUFFOLK,HEALTHFIRST,6009
2010,5,SUFFOLK,HIP,2926
2010,5,SUFFOLK,NEIGHBORHOOD,3862
2010,5,SUFFOLK,UNITED HEALTHCARE COMM PLAN,6141
2010,5,SULLIVAN,EMPIRE,344
2010,5,SULLIVAN,FIDELIS HC NY,158
2010,5,SULLIVAN,HUDSON HEALTH PLAN,2025
2010,5,TIOGA,CDPHP,129
2010,5,TIOGA,EXCELLUS,723
2010,5,TOMPKINS,EXCELLUS,912
2010,5,TOMPKINS,FIDELIS HC NY,73
2010,5,TOMPKINS,TOTAL CARE,352
2010,5,ULSTER,CDPHP,502
2010,5,ULSTER,EMPIRE,610
2010,5,ULSTER,FIDELIS HC NY,448
2010,5,ULSTER,HUDSON HEALTH PLAN,984
2010,5,ULSTER,MVP,674
2010,5,WARREN,CDPHP,514
2010,5,WARREN,EMPIRE,322
2010,5,WARREN,FIDELIS HC NY,913
2010,5,WASHINGTON,CDPHP,696
2010,5,WASHINGTON,EMPIRE,273
2010,5,WASHINGTON,FIDELIS HC NY,935
2010,5,WAYNE,EXCELLUS,2234
2010,5,WAYNE,FIDELIS HC NY,128
2010,5,WESTCHESTER,AFFINITY HEALTH PLAN,2164
2010,5,WESTCHESTER,EMPIRE,3775
2010,5,WESTCHESTER,FIDELIS HC NY,1923
2010,5,WESTCHESTER,HIP,816
2010,5,WESTCHESTER,HUDSON HEALTH PLAN,13349
2010,5,WYOMING,HEALTHNOW,714
2010,5,YATES,EXCELLUS,583
2010,4,ALBANY,CDPHP,3728
2010,4,ALBANY,EMPIRE,399
2010,4,ALBANY,FIDELIS HC NY,1015
2010,4,ALBANY,WELLCARE,153
2010,4,ALLEGANY,HEALTHNOW,641
2010,4,ALLEGANY,UNIVERA COMMUNITY HEALTH INC,174
2010,4,BRONX,AFFINITY HEALTH PLAN,3846
2010,4,BRONX,AMERIGROUP NY,360
2010,4,BRONX,EMPIRE,968
2010,4,BRONX,FIDELIS HC NY,3147
2010,4,BRONX,HEALTHFIRST,3924
2010,4,BRONX,HEALTHPLUS,2343
2010,4,BRONX,HIP,806
2010,4,BRONX,METROPLUS,4594
2010,4,BRONX,NEIGHBORHOOD,728
2010,4,BRONX,UNITED HEALTHCARE COMM PLAN,136
2010,4,BRONX,WELLCARE,421
2010,4,BROOME,CDPHP,257
2010,4,BROOME,EXCELLUS,2875
2010,4,BROOME,FIDELIS HC NY,470
2010,4,CATTARAUGUS,FIDELIS HC NY,490
2010,4,CATTARAUGUS,HEALTHNOW,819
2010,4,CATTARAUGUS,UNIVERA COMMUNITY HEALTH INC,303
2010,4,CAYUGA,EXCELLUS,1419
2010,4,CAYUGA,FIDELIS HC NY,167
2010,4,CAYUGA,UNITED HEALTHCARE COMM PLAN,240
2010,4,CHAUTAUQUA,FIDELIS HC NY,1373
2010,4,CHAUTAUQUA,HEALTHNOW,881
2010,4,CHAUTAUQUA,UNIVERA COMMUNITY HEALTH INC,127
2010,4,CHEMUNG,EXCELLUS,1120
2010,4,CHENANGO,CDPHP,23
2010,4,CHENANGO,EXCELLUS,986
2010,4,CHENANGO,FIDELIS HC NY,59
2010,4,CLINTON,EMPIRE,414
2010,4,CLINTON,EXCELLUS,827
2010,4,CLINTON,FIDELIS HC NY,383
2010,4,COLUMBIA,CDPHP,1148
2010,4,COLUMBIA,EMPIRE,145
2010,4,COLUMBIA,FIDELIS HC NY,414
2010,4,CORTLAND,EXCELLUS,534
2010,4,CORTLAND,FIDELIS HC NY,615
2010,4,CORTLAND,TOTAL CARE,95
2010,4,DELAWARE,CDPHP,348
2010,4,DELAWARE,EMPIRE,82
2010,4,DELAWARE,EXCELLUS,525
2010,4,DELAWARE,FIDELIS HC NY,14
2010,4,DUTCHESS,CDPHP,345
2010,4,DUTCHESS,EMPIRE,1542
2010,4,DUTCHESS,FIDELIS HC NY,631
2010,4,DUTCHESS,HUDSON HEALTH PLAN,1490
2010,4,DUTCHESS,MVP,1392
2010,4,DUTCHESS,WELLCARE,852
2010,4,ERIE,FIDELIS HC NY,2960
2010,4,ERIE,HEALTHNOW,5148
2010,4,ERIE,INDEPENDENT HEALTH,49
2010,4,ERIE,UNIVERA COMMUNITY HEALTH INC,6635
2010,4,ESSEX,CDPHP,54
2010,4,ESSEX,EMPIRE,123
2010,4,ESSEX,EXCELLUS,406
2010,4,ESSEX,FIDELIS HC NY,300
2010,4,FRANKLIN,EXCELLUS,753
2010,4,FULTON,CDPHP,627
2010,4,FULTON,EMPIRE,170
2010,4,FULTON,EXCELLUS,64
2010,4,FULTON,FIDELIS HC NY,765
2010,4,GENESEE,FIDELIS HC NY,59
2010,4,GENESEE,HEALTHNOW,978
2010,4,GREENE,CDPHP,715
2010,4,GREENE,EMPIRE,139
2010,4,GREENE,FIDELIS HC NY,316
2010,4,HAMILTON,EXCELLUS,71
2010,4,HAMILTON,FIDELIS HC NY,51
2010,4,HERKIMER,CDPHP,52
2010,4,HERKIMER,EXCELLUS,673
2010,4,HERKIMER,FIDELIS HC NY,1397
2010,4,HERKIMER,UNITED HEALTHCARE COMM PLAN,47
2010,4,JEFFERSON,EXCELLUS,2425
2010,4,KINGS,AFFINITY HEALTH PLAN,1459
2010,4,KINGS,AMERIGROUP NY,2683
2010,4,KINGS,EMPIRE,12281
2010,4,KINGS,FIDELIS HC NY,4067
2010,4,KINGS,HEALTHFIRST,3400
2010,4,KINGS,HEALTHPLUS,11564
2010,4,KINGS,HIP,1886
2010,4,KINGS,METROPLUS,5142
2010,4,KINGS,NEIGHBORHOOD,2431
2010,4,KINGS,UNITED HEALTHCARE COMM PLAN,3394
2010,4,KINGS,WELLCARE,671
2010,4,LEWIS,EXCELLUS,846
2010,4,LIVINGSTON,EXCELLUS,1074
2010,4,MADISON,CDPHP,36
2010,4,MADISON,EXCELLUS,1124
2010,4,MADISON,FIDELIS HC NY,83
2010,4,MADISON,UNITED HEALTHCARE COMM PLAN,155
2010,4,MONROE,EXCELLUS,13507
2010,4,MONROE,FIDELIS HC NY,700
2010,4,MONTGOMERY,CDPHP,853
2010,4,MONTGOMERY,EMPIRE,114
2010,4,MONTGOMERY,EXCELLUS,53
2010,4,MONTGOMERY,FIDELIS HC NY,613
2010,4,NASSAU,AFFINITY HEALTH PLAN,3420
2010,4,NASSAU,EMPIRE,9700
2010,4,NASSAU,FIDELIS HC NY,5357
2010,4,NASSAU,HEALTHFIRST,5549
2010,4,NASSAU,HEALTHPLUS,2508
2010,4,NASSAU,HIP,2759
2010,4,NASSAU,UNITED HEALTHCARE COMM PLAN,4044
2010,4,NEW YORK,AFFINITY HEALTH PLAN,715
2010,4,NEW YORK,AMERIGROUP NY,266
2010,4,NEW YORK,EMPIRE,1533
2010,4,NEW YORK,FIDELIS HC NY,1935
2010,4,NEW YORK,HEALTHFIRST,1229
2010,4,NEW YORK,HEALTHPLUS,1016
2010,4,NEW YORK,HIP,462
2010,4,NEW YORK,METROPLUS,1617
2010,4,NEW YORK,NEIGHBORHOOD,1248
2010,4,NEW YORK,UNITED HEALTHCARE COMM PLAN,107
2010,4,NEW YORK,WELLCARE,226
2010,4,NIAGARA,FIDELIS HC NY,1572
2010,4,NIAGARA,HEALTHNOW,2335
2010,4,ONEIDA,CDPHP,39
